pincode,post_office,district,state
515631,Bo,Anantapur,Andhra Pradesh
515581,Bo,Anantapur,Andhra Pradesh
515571,Bo,Anantapur,Andhra Pradesh
515311,Bo,Anantapur,Andhra Pradesh
515281,Bo,Anantapur,Andhra Pradesh
515241,Bo,Anantapur,Andhra Pradesh
534176,Bo,West Godavari,Andhra Pradesh
813105,Bo,Banka,Bihar
813203,Bo,Bhagalpur,Bihar
853202,Bo,Bhagalpur,Bihar
813222,Bo,Bhagalpur,Bihar
812005,Bo,Bhagalpur,Bihar
853203,Bo,Bhagalpur,Bihar
812006,Bo,Bhagalpur,Bihar
853204,Bo,Madhepura,Bihar
813209,Bo,Bhagalpur,Bihar
530052,Bo,Visakhapatanam,Andhra Pradesh
515871,Bo,Anantapur,Andhra Pradesh
515842,Bo,Anantapur,Andhra Pradesh
515803,Bo,Anantapur,Andhra Pradesh
515775,Bo,Anantapur,Andhra Pradesh
515405,Bo,Anantapur,Andhra Pradesh
515865,Bo,Anantapur,Andhra Pradesh
515455,Bo,Anantapur,Andhra Pradesh
515611,Bo,Anantapur,Andhra Pradesh
515867,Bo,Anantapur,Andhra Pradesh
515812,Bo,Anantapur,Andhra Pradesh
515832,Bo,Anantapur,Andhra Pradesh
515870,Bo,Anantapur,Andhra Pradesh
531173,Bo,Visakhapatanam,Andhra Pradesh
531219,Bo,Visakhapatanam,Andhra Pradesh
853205,Bo,Bhagalpur,Bihar
813210,Bo,Bhagalpur,Bihar
813108,Bo,Bhagalpur,Bihar
813212,Bo,Banka,Bihar
515101,Bo,Anantapur,Andhra Pradesh
503186,Bo,Nizamabad,Telangana
503180,Bo,Nizamabad,Telangana
503187,Bo,Kamareddy,Telangana
503101,Bo,Kamareddy,Telangana
503125,Bo,Kamareddy,Telangana
503112,Bo,Kamareddy,Telangana
344704,Bo,Barmer,Rajasthan
344032,Bo,Barmer,Rajasthan
342002,Po,Jodhpur,Rajasthan
344706,Bo,Barmer,Rajasthan
503124,Bo,Kamareddy,Telangana
503309,Bo,Kamareddy,Telangana
503108,Bo,Kamareddy,Telangana
503302,Bo,Kamareddy,Telangana
503201,Bo,Nizamabad,Telangana
503306,Bo,Kamareddy,Telangana
503123,Bo,Kamareddy,Telangana
503102,Bo,Kamareddy,Telangana
516129,Bo,Y.S.R.,Andhra Pradesh
516237,Bo,Y.S.R.,Andhra Pradesh
516130,Bo,Y.S.R.,Andhra Pradesh
516151,Bo,Y.S.R.,Andhra Pradesh
147111,Bo,Patiala,Punjab
208001,Po,Kanpur Nagar,Uttar Pradesh
503310,Bo,Kamareddy,Telangana
503110,Bo,Kamareddy,Telangana
503145,Bo,Kamareddy,Telangana
503120,Bo,Kamareddy,Telangana
503235,Bo,Nizamabad,Telangana
503321,Bo,Kamareddy,Telangana
503185,Bo,Nizamabad,Telangana
503230,Bo,Nizamabad,Telangana
503202,Bo,Nizamabad,Telangana
503246,Bo,Nizamabad,Telangana
503305,Bo,Kamareddy,Telangana
273001,Po,Gorakhpur,Uttar Pradesh
505186,Bo,Peddapalli,Telangana
505153,Bo,Peddapalli,Telangana
505162,Bo,Peddapalli,Telangana
505152,Bo,Peddapalli,Telangana
505514,Bo,Peddapalli,Telangana
505187,Bo,Peddapalli,Telangana
505212,Bo,Peddapalli,Telangana
505525,Bo,Peddapalli,Telangana
505209,Bo,Peddapalli,Telangana
505188,Bo,Peddapalli,Telangana
505122,Bo,Karimnagar,Telangana
505498,Bo,Karimnagar,Telangana
524324,Po,Spsr Nellore,Andhra Pradesh
501301,Bo,Medchal Malkajgiri,Telangana
500088,Bo,Medchal Malkajgiri,Telangana
500100,Bo,Medchal Malkajgiri,Telangana
501401,Bo,Medchal Malkajgiri,Telangana
501102,Bo,Vikarabad,Telangana
500101,Bo,Medchal Malkajgiri,Telangana
500078,Bo,Medchal Malkajgiri,Telangana
501509,Bo,Ranga Reddy,Telangana
500043,Bo,Medchal Malkajgiri,Telangana
500087,Bo,Medchal Malkajgiri,Telangana
501505,Po,Ranga Reddy,Telangana
500055,Bo,Medchal Malkajgiri,Telangana
813207,Bo,Banka,Bihar
813110,Bo,Banka,Bihar
813109,Bo,Banka,Bihar
813107,Bo,Banka,Bihar
813211,Bo,Banka,Bihar
522658,Bo,Guntur,Andhra Pradesh
522614,Bo,Guntur,Andhra Pradesh
344011,Bo,Barmer,Rajasthan
342304,Bo,Jodhpur,Rajasthan
142049,Po,Moga,Punjab
503207,Bo,Nizamabad,Telangana
851210,Bo,Begusarai,Bihar
851127,Bo,Begusarai,Bihar
534239,Bo,West Godavari,Andhra Pradesh
534237,Bo,West Godavari,Andhra Pradesh
534247,Bo,West Godavari,Andhra Pradesh
534202,Bo,West Godavari,Andhra Pradesh
534243,Bo,West Godavari,Andhra Pradesh
534199,Bo,West Godavari,Andhra Pradesh
848201,Bo,Begusarai,Bihar
534134,Bo,West Godavari,Andhra Pradesh
502293,Bo,Sangareddy,Telangana
502284,Po,Sangareddy,Telangana
851113,Bo,Begusarai,Bihar
851111,Bo,Begusarai,Bihar
851112,Bo,Begusarai,Bihar
503301,Bo,Kamareddy,Telangana
503206,Bo,Nizamabad,Telangana
503245,Bo,Nizamabad,Telangana
585447,Po,Bidar,Karnataka
585404,Bo,Bidar,Karnataka
151214,Po,Faridkot,Punjab
503114,Bo,Kamareddy,Telangana
503144,Bo,Kamareddy,Telangana
503122,Bo,Kamareddy,Telangana
507204,Bo,Khammam,Telangana
507169,Bo,Khammam,Telangana
507208,Bo,Khammam,Telangana
507002,Bo,Khammam,Telangana
507168,Bo,Khammam,Telangana
507003,Bo,Khammam,Telangana
507158,Bo,Khammam,Telangana
507209,Bo,Khammam,Telangana
507122,Bo,Khammam,Telangana
851120,Bo,Begusarai,Bihar
848204,Bo,Begusarai,Bihar
851204,Bo,Begusarai,Bihar
851211,Bo,Begusarai,Bihar
847451,Bo,Supaul,Bihar
851128,Bo,Begusarai,Bihar
502114,Bo,Siddipet,Telangana
534238,Bo,West Godavari,Andhra Pradesh
534240,Bo,West Godavari,Andhra Pradesh
534206,Bo,West Godavari,Andhra Pradesh
534210,Bo,West Godavari,Andhra Pradesh
472445,Bo,Niwari,Madhya Pradesh
851213,Bo,Khagaria,Bihar
851214,Bo,Khagaria,Bihar
851201,Bo,Khagaria,Bihar
515231,Bo,Anantapur,Andhra Pradesh
515271,Bo,Anantapur,Andhra Pradesh
515164,Bo,Anantapur,Andhra Pradesh
515212,Bo,Anantapur,Andhra Pradesh
515303,Bo,Anantapur,Andhra Pradesh
515556,Bo,Anantapur,Andhra Pradesh
515661,Bo,Anantapur,Andhra Pradesh
515672,Bo,Anantapur,Andhra Pradesh
515521,Bo,Anantapur,Andhra Pradesh
515591,Bo,Anantapur,Andhra Pradesh
515641,Bo,Anantapur,Andhra Pradesh
515531,Bo,Anantapur,Andhra Pradesh
515541,Bo,Anantapur,Andhra Pradesh
515511,Bo,Anantapur,Andhra Pradesh
515551,Bo,Anantapur,Andhra Pradesh
515154,Bo,Anantapur,Andhra Pradesh
515501,Bo,Anantapur,Andhra Pradesh
515341,Bo,Anantapur,Andhra Pradesh
515286,Bo,Anantapur,Andhra Pradesh
515144,Bo,Anantapur,Andhra Pradesh
505129,Bo,Karimnagar,Telangana
505470,Bo,Karimnagar,Telangana
505505,Bo,Karimnagar,Telangana
505474,Bo,Karimnagar,Telangana
505475,Bo,Karimnagar,Telangana
505502,Bo,Karimnagar,Telangana
505490,Bo,Karimnagar,Telangana
505472,Bo,Siddipet,Telangana
505101,Bo,Karimnagar,Telangana
505480,Bo,Karimnagar,Telangana
754031,Bo,Cuttack,Odisha
754028,Bo,Cuttack,Odisha
754027,Bo,Cuttack,Odisha
754037,Bo,Cuttack,Odisha
754022,Bo,Cuttack,Odisha
754290,Bo,Cuttack,Odisha
505497,Bo,Warangal Urban,Telangana
505102,Bo,Warangal Urban,Telangana
505471,Bo,Warangal Urban,Telangana
505476,Bo,Warangal Urban,Telangana
515133,Bo,Anantapur,Andhra Pradesh
515159,Bo,Anantapur,Andhra Pradesh
515651,Bo,Anantapur,Andhra Pradesh
141114,Bo,Ludhiana,Punjab
824304,Po,Aurangabad,Bihar
802204,Bo,Bhojpur,Bihar
802158,Bo,Bhojpur,Bihar
523264,Bo,Prakasam,Andhra Pradesh
523263,Bo,Prakasam,Andhra Pradesh
524221,Bo,Spsr Nellore,Andhra Pradesh
524240,Bo,Spsr Nellore,Andhra Pradesh
524152,Bo,Spsr Nellore,Andhra Pradesh
524222,Bo,Spsr Nellore,Andhra Pradesh
524236,Bo,Spsr Nellore,Andhra Pradesh
523262,Bo,Prakasam,Andhra Pradesh
524223,Bo,Spsr Nellore,Andhra Pradesh
524224,Bo,Spsr Nellore,Andhra Pradesh
524239,Bo,Spsr Nellore,Andhra Pradesh
501503,Bo,Ranga Reddy,Telangana
501121,Bo,Vikarabad,Telangana
501202,Bo,Vikarabad,Telangana
501111,Bo,Vikarabad,Telangana
501142,Bo,Vikarabad,Telangana
501501,Bo,Vikarabad,Telangana
501203,Bo,Ranga Reddy,Telangana
501141,Bo,Vikarabad,Telangana
813213,Bo,Bhagalpur,Bihar
531084,Bo,Visakhapatanam,Andhra Pradesh
531114,Bo,Visakhapatanam,Andhra Pradesh
531022,Bo,Visakhapatanam,Andhra Pradesh
444602,Po,Amravati,Maharashtra
531126,Bo,Visakhapatanam,Andhra Pradesh
516329,Bo,Y.S.R.,Andhra Pradesh
516293,Bo,Y.S.R.,Andhra Pradesh
516321,Bo,Y.S.R.,Andhra Pradesh
531149,Bo,Visakhapatanam,Andhra Pradesh
501144,Bo,Vikarabad,Telangana
501504,Bo,Ranga Reddy,Telangana
524300,Po,Spsr Nellore,Andhra Pradesh
524142,Bo,Spsr Nellore,Andhra Pradesh
852161,Bo,Khagaria,Bihar
534208,Bo,West Godavari,Andhra Pradesh
534204,Bo,West Godavari,Andhra Pradesh
534207,Bo,West Godavari,Andhra Pradesh
851118,Bo,Begusarai,Bihar
533274,Bo,East Godavari,Andhra Pradesh
533253,Bo,East Godavari,Andhra Pradesh
533250,Bo,East Godavari,Andhra Pradesh
533247,Bo,East Godavari,Andhra Pradesh
533229,Bo,East Godavari,Andhra Pradesh
533248,Bo,East Godavari,Andhra Pradesh
533238,Bo,East Godavari,Andhra Pradesh
533236,Bo,East Godavari,Andhra Pradesh
533251,Bo,East Godavari,Andhra Pradesh
533244,Bo,East Godavari,Andhra Pradesh
533249,Bo,East Godavari,Andhra Pradesh
515445,Bo,Anantapur,Andhra Pradesh
515002,Bo,Anantapur,Andhra Pradesh
533290,Bo,East Godavari,Andhra Pradesh
754025,Bo,Cuttack,Odisha
802205,Bo,Rohtas,Bihar
768033,Bo,Bargarh,Odisha
147007,Bo,Patiala,Punjab
140402,Bo,Patiala,Punjab
333517,Po,Jhunjhunu,Rajasthan
847122,Bo,Madhubani,Bihar
331027,Bo,Jhunjhunu,Rajasthan
333020,Po,Jhunjhunu,Rajasthan
333055,Po,Jhunjhunu,Rajasthan
759151,Po,Dhenkanal,Odisha
201001,Po,Ghaziabad,Uttar Pradesh
847227,Bo,Madhubani,Bihar
847232,Bo,Madhubani,Bihar
847421,Bo,Madhubani,Bihar
847231,Bo,Madhubani,Bihar
847214,Bo,Madhubani,Bihar
503003,Bo,Nizamabad,Telangana
575009,Po,Dakshina Kannada,Karnataka
141110,Bo,Ludhiana,Punjab
802183,Bo,Bhojpur,Bihar
802313,Bo,Bhojpur,Bihar
802206,Bo,Bhojpur,Bihar
802314,Bo,Bhojpur,Bihar
802159,Bo,Bhojpur,Bihar
847301,Bo,Samastipur,Bihar
282001,Po,Agra,Uttar Pradesh
501106,Bo,Vikarabad,Telangana
516213,Bo,Y.S.R.,Andhra Pradesh
383002,Bo,Sabar Kantha,Gujarat
383422,Bo,Sabar Kantha,Gujarat
343029,Bo,Jalore,Rajasthan
382430,Po,Ahmadabad,Gujarat
847104,Bo,Darbhanga,Bihar
847302,Bo,Darbhanga,Bihar
846003,Bo,Darbhanga,Bihar
384330,Bo,Mahesana,Gujarat
494230,Bo,Kondagaon,Chhattisgarh
151214,Bo,Faridkot,Punjab
141008,Po,Ludhiana,Punjab
504204,Bo,Mancherial,Telangana
504201,Bo,Mancherial,Telangana
504294,Bo,Kumuram Bheem Asifabad,Telangana
504302,Bo,Mancherial,Telangana
504206,Bo,Mancherial,Telangana
504207,Bo,Mancherial,Telangana
504216,Bo,Mancherial,Telangana
504205,Bo,Mancherial,Telangana
504231,Bo,Mancherial,Telangana
504214,Bo,Mancherial,Telangana
504215,Bo,Mancherial,Telangana
504209,Bo,Mancherial,Telangana
504219,Bo,Kumuram Bheem Asifabad,Telangana
503307,Bo,Nizamabad,Telangana
503165,Bo,Nizamabad,Telangana
503175,Bo,Nizamabad,Telangana
503164,Bo,Nizamabad,Telangana
533237,Bo,East Godavari,Andhra Pradesh
515561,Bo,Anantapur,Andhra Pradesh
506342,Bo,Warangal Rural,Telangana
507210,Bo,Mahabubabad,Telangana
847204,Bo,Darbhanga,Bihar
847427,Bo,Darbhanga,Bihar
506112,Bo,Mahabubabad,Telangana
506135,Bo,Mahabubabad,Telangana
495116,Bo,Bilaspur,Chhattisgarh
495004,Bo,Bilaspur,Chhattisgarh
516193,Bo,Y.S.R.,Andhra Pradesh
516003,Bo,Y.S.R.,Andhra Pradesh
516269,Bo,Y.S.R.,Andhra Pradesh
516215,Bo,Y.S.R.,Andhra Pradesh
516002,Bo,Y.S.R.,Andhra Pradesh
516505,Bo,Y.S.R.,Andhra Pradesh
516268,Bo,Y.S.R.,Andhra Pradesh
516105,Bo,Y.S.R.,Andhra Pradesh
516501,Bo,Y.S.R.,Andhra Pradesh
516128,Bo,Y.S.R.,Andhra Pradesh
516101,Bo,Y.S.R.,Andhra Pradesh
494347,Bo,Kondagaon,Chhattisgarh
494237,Bo,Kondagaon,Chhattisgarh
494010,Bo,Bastar,Chhattisgarh
494552,Bo,Dantewada,Chhattisgarh
503308,Bo,Nizamabad,Telangana
503218,Bo,Nizamabad,Telangana
503213,Bo,Nizamabad,Telangana
516247,Bo,Y.S.R.,Andhra Pradesh
516126,Bo,Y.S.R.,Andhra Pradesh
516152,Bo,Y.S.R.,Andhra Pradesh
516150,Bo,Y.S.R.,Andhra Pradesh
495224,Bo,Bilaspur,Chhattisgarh
495112,Bo,Bilaspur,Chhattisgarh
495222,Bo,Bilaspur,Chhattisgarh
495550,Bo,Bilaspur,Chhattisgarh
495113,Bo,Bilaspur,Chhattisgarh
847105,Bo,Samastipur,Bihar
759147,Bo,Anugul,Odisha
754023,Bo,Jajapur,Odisha
754296,Bo,Jajapur,Odisha
754024,Bo,Jajapur,Odisha
755013,Bo,Jajapur,Odisha
160055,Po,S.A.S Nagar,Punjab
755043,Bo,Jajapur,Odisha
755014,Bo,Jajapur,Odisha
639103,Po,Tiruchirappalli,Tamil Nadu
754082,Bo,Jajapur,Odisha
505425,Bo,Jagitial,Telangana
755016,Bo,Kendrapara,Odisha
754217,Bo,Kendrapara,Odisha
754219,Bo,Kendrapara,Odisha
754218,Bo,Kendrapara,Odisha
754253,Bo,Kendrapara,Odisha
754239,Bo,Kendrapara,Odisha
754208,Bo,Kendrapara,Odisha
754292,Bo,Kendrapara,Odisha
754222,Bo,Kendrapara,Odisha
754240,Bo,Kendrapara,Odisha
754210,Bo,Kendrapara,Odisha
754289,Bo,Kendrapara,Odisha
754214,Bo,Kendrapara,Odisha
754248,Bo,Kendrapara,Odisha
754244,Bo,Kendrapara,Odisha
754216,Bo,Kendrapara,Odisha
754223,Bo,Kendrapara,Odisha
505529,Bo,Jagitial,Telangana
505460,Bo,Jagitial,Telangana
754295,Bo,Cuttack,Odisha
754032,Bo,Cuttack,Odisha
802222,Bo,Bhojpur,Bihar
802162,Bo,Bhojpur,Bihar
533232,Bo,East Godavari,Andhra Pradesh
535525,Bo,Vizianagaram,Andhra Pradesh
535005,Bo,Visakhapatanam,Andhra Pradesh
515763,Bo,Anantapur,Andhra Pradesh
515701,Bo,Anantapur,Andhra Pradesh
755017,Bo,Jajapur,Odisha
755018,Bo,Jajapur,Odisha
754205,Bo,Jajapur,Odisha
755036,Bo,Jajapur,Odisha
755027,Bo,Jajapur,Odisha
755003,Bo,Jajapur,Odisha
516401,Bo,Y.S.R.,Andhra Pradesh
335522,Po,Hanumangarh,Rajasthan
506105,Bo,Mahabubabad,Telangana
506315,Bo,Mahabubabad,Telangana
506368,Bo,Mahabubabad,Telangana
506132,Bo,Warangal Rural,Telangana
506104,Bo,Mahabubabad,Telangana
506122,Bo,Warangal Rural,Telangana
506102,Bo,Mahabubabad,Telangana
506365,Bo,Warangal Rural,Telangana
506369,Bo,Warangal Rural,Telangana
506006,Bo,Warangal Urban,Telangana
506330,Bo,Warangal Rural,Telangana
495552,Bo,Janjgir-Champa,Chhattisgarh
495559,Bo,Janjgir-Champa,Chhattisgarh
495668,Bo,Janjgir-Champa,Chhattisgarh
495669,Bo,Janjgir-Champa,Chhattisgarh
515408,Bo,Anantapur,Andhra Pradesh
515415,Bo,Anantapur,Andhra Pradesh
515751,Bo,Anantapur,Andhra Pradesh
533107,Bo,East Godavari,Andhra Pradesh
535260,Bo,Vizianagaram,Andhra Pradesh
535126,Bo,Vizianagaram,Andhra Pradesh
535124,Bo,Vizianagaram,Andhra Pradesh
516349,Bo,Y.S.R.,Andhra Pradesh
517194,Bo,Chittoor,Andhra Pradesh
517305,Bo,Chittoor,Andhra Pradesh
517152,Bo,Chittoor,Andhra Pradesh
517297,Bo,Chittoor,Andhra Pradesh
517213,Bo,Chittoor,Andhra Pradesh
517236,Bo,Chittoor,Andhra Pradesh
517234,Bo,Chittoor,Andhra Pradesh
847304,Bo,Darbhanga,Bihar
847121,Bo,Darbhanga,Bihar
847107,Bo,Darbhanga,Bihar
846009,Bo,Darbhanga,Bihar
847115,Bo,Darbhanga,Bihar
847306,Bo,Darbhanga,Bihar
846005,Bo,Darbhanga,Bihar
847307,Bo,Darbhanga,Bihar
847337,Bo,Darbhanga,Bihar
846007,Bo,Darbhanga,Bihar
847123,Bo,Darbhanga,Bihar
847202,Bo,Darbhanga,Bihar
305813,Bo,Ajmer,Rajasthan
305811,Bo,Ajmer,Rajasthan
741123,Bo,Nadia,West Bengal
305004,Po,Ajmer,Rajasthan
847101,Bo,Darbhanga,Bihar
847203,Bo,Darbhanga,Bihar
845432,Bo,Purbi Champaran,Bihar
845433,Bo,Purbi Champaran,Bihar
845305,Bo,Purbi Champaran,Bihar
845434,Bo,Purbi Champaran,Bihar
845435,Bo,Purbi Champaran,Bihar
845456,Bo,Purbi Champaran,Bihar
845436,Bo,Purbi Champaran,Bihar
845437,Bo,Purbi Champaran,Bihar
506103,Bo,Mahabubabad,Telangana
506007,Bo,Warangal Urban,Telangana
847303,Bo,Darbhanga,Bihar
495663,Bo,Janjgir-Champa,Chhattisgarh
501143,Bo,Vikarabad,Telangana
501502,Bo,Vikarabad,Telangana
501158,Bo,Vikarabad,Telangana
524421,Bo,Spsr Nellore,Andhra Pradesh
524126,Bo,Spsr Nellore,Andhra Pradesh
524323,Bo,Spsr Nellore,Andhra Pradesh
524129,Bo,Spsr Nellore,Andhra Pradesh
524345,Bo,Spsr Nellore,Andhra Pradesh
524121,Bo,Spsr Nellore,Andhra Pradesh
524408,Bo,Spsr Nellore,Andhra Pradesh
524313,Bo,Spsr Nellore,Andhra Pradesh
524366,Bo,Spsr Nellore,Andhra Pradesh
524303,Bo,Spsr Nellore,Andhra Pradesh
524308,Bo,Spsr Nellore,Andhra Pradesh
524302,Bo,Spsr Nellore,Andhra Pradesh
524002,Bo,Spsr Nellore,Andhra Pradesh
524311,Bo,Spsr Nellore,Andhra Pradesh
524318,Bo,Spsr Nellore,Andhra Pradesh
524319,Bo,Spsr Nellore,Andhra Pradesh
500036,Bo,Hyderabad,Telangana
523171,Bo,Prakasam,Andhra Pradesh
523190,Bo,Prakasam,Andhra Pradesh
523167,Bo,Prakasam,Andhra Pradesh
523181,Bo,Prakasam,Andhra Pradesh
523184,Bo,Prakasam,Andhra Pradesh
523169,Bo,Prakasam,Andhra Pradesh
523157,Bo,Prakasam,Andhra Pradesh
523185,Bo,Prakasam,Andhra Pradesh
523170,Bo,Prakasam,Andhra Pradesh
847106,Bo,Darbhanga,Bihar
845401,Bo,Purbi Champaran,Bihar
841302,Bo,Saran,Bihar
503225,Bo,Nizamabad,Telangana
503212,Bo,Nizamabad,Telangana
503219,Bo,Nizamabad,Telangana
503311,Bo,Nizamabad,Telangana
503223,Bo,Nizamabad,Telangana
494635,Bo,Kanker,Chhattisgarh
494335,Bo,Kanker,Chhattisgarh
494332,Bo,Kanker,Chhattisgarh
523281,Bo,Prakasam,Andhra Pradesh
523271,Bo,Prakasam,Andhra Pradesh
500005,Bo,Ranga Reddy,Telangana
500113,Bo,Ranga Reddy,Telangana
501359,Bo,Ranga Reddy,Telangana
501218,Bo,Ranga Reddy,Telangana
500112,Bo,Ranga Reddy,Telangana
501505,Bo,Ranga Reddy,Telangana
501506,Bo,Ranga Reddy,Telangana
501510,Bo,Ranga Reddy,Telangana
494111,Bo,Sukma,Chhattisgarh
494442,Bo,Bastar,Chhattisgarh
494115,Bo,Sukma,Chhattisgarh
507182,Bo,Khammam,Telangana
507159,Bo,Khammam,Telangana
491441,Bo,Rajnandgaon,Chhattisgarh
535463,Bo,Vizianagaram,Andhra Pradesh
535523,Bo,Vizianagaram,Andhra Pradesh
503188,Bo,Vizianagaram,Andhra Pradesh
535594,Bo,Vizianagaram,Andhra Pradesh
535521,Bo,Vizianagaram,Andhra Pradesh
535524,Bo,Vizianagaram,Andhra Pradesh
535526,Bo,Vizianagaram,Andhra Pradesh
535534,Bo,Vizianagaram,Andhra Pradesh
535582,Po,Vizianagaram,Andhra Pradesh
488059,Bo,Panna,Madhya Pradesh
212308,Po,Prayagraj,Uttar Pradesh
522646,Bo,Guntur,Andhra Pradesh
522401,Bo,Guntur,Andhra Pradesh
533436,Bo,East Godavari,Andhra Pradesh
533291,Bo,East Godavari,Andhra Pradesh
533446,Bo,East Godavari,Andhra Pradesh
533408,Bo,East Godavari,Andhra Pradesh
533401,Bo,East Godavari,Andhra Pradesh
501508,Bo,Ranga Reddy,Telangana
501512,Bo,Ranga Reddy,Telangana
501511,Bo,Ranga Reddy,Telangana
500039,Bo,Medchal Malkajgiri,Telangana
494448,Bo,Bijapur,Chhattisgarh
508253,Bo,Yadadri Bhuvanagiri,Telangana
506003,Bo,Warangal Urban,Telangana
534267,Bo,West Godavari,Andhra Pradesh
848202,Bo,Begusarai,Bihar
851129,Bo,Begusarai,Bihar
851130,Bo,Begusarai,Bihar
851203,Bo,Khagaria,Bihar
851205,Bo,Khagaria,Bihar
502303,Bo,Medak,Telangana
851212,Bo,Khagaria,Bihar
851215,Bo,Khagaria,Bihar
851216,Bo,Khagaria,Bihar
848203,Bo,Khagaria,Bihar
851206,Bo,Khagaria,Bihar
852129,Bo,Khagaria,Bihar
851131,Bo,Begusarai,Bihar
851117,Bo,Begusarai,Bihar
851217,Bo,Begusarai,Bihar
851132,Bo,Begusarai,Bihar
851218,Bo,Begusarai,Bihar
851133,Bo,Begusarai,Bihar
851134,Bo,Begusarai,Bihar
852219,Bo,Madhepura,Bihar
852128,Bo,Madhepura,Bihar
852132,Bo,Madhepura,Bihar
852130,Bo,Supaul,Bihar
852131,Bo,Supaul,Bihar
534222,Bo,West Godavari,Andhra Pradesh
534004,Bo,West Godavari,Andhra Pradesh
534425,Bo,West Godavari,Andhra Pradesh
534448,Bo,West Godavari,Andhra Pradesh
852126,Bo,Saharsa,Bihar
852127,Bo,Saharsa,Bihar
500090,Bo,Medchal Malkajgiri,Telangana
524405,Bo,Spsr Nellore,Andhra Pradesh
515741,Bo,Anantapur,Andhra Pradesh
532148,Bo,Srikakulam,Andhra Pradesh
852221,Bo,Saharsa,Bihar
532455,Bo,Srikakulam,Andhra Pradesh
532457,Bo,Srikakulam,Andhra Pradesh
518196,Bo,Kurnool,Andhra Pradesh
518543,Bo,Kurnool,Andhra Pradesh
518124,Bo,Kurnool,Andhra Pradesh
518523,Bo,Kurnool,Andhra Pradesh
518553,Bo,Kurnool,Andhra Pradesh
533007,Po,East Godavari,Andhra Pradesh
508245,Bo,Nalgonda,Telangana
508244,Bo,Nalgonda,Telangana
508373,Bo,Nalgonda,Telangana
508254,Bo,Nalgonda,Telangana
508266,Bo,Nalgonda,Telangana
508002,Bo,Nalgonda,Telangana
508256,Bo,Nalgonda,Telangana
503217,Bo,Nizamabad,Telangana
500075,Bo,Ranga Reddy,Telangana
500089,Bo,Ranga Reddy,Telangana
999999,Po,Nizamabad,Telangana
755025,Bo,Jajapur,Odisha
755004,Bo,Jajapur,Odisha
755005,Bo,Jajapur,Odisha
755062,Bo,Jajapur,Odisha
755026,Bo,Jajapur,Odisha
848506,Bo,Samastipur,Bihar
848216,Bo,Samastipur,Bihar
848113,Bo,Samastipur,Bihar
848207,Bo,Samastipur,Bihar
802163,Bo,Bhojpur,Bihar
755007,Bo,Jajapur,Odisha
755008,Bo,Jajapur,Odisha
755024,Bo,Jajapur,Odisha
755019,Bo,Jajapur,Odisha
755023,Bo,Jajapur,Odisha
753004,Bo,Cuttack,Odisha
754131,Bo,Cuttack,Odisha
754021,Bo,Cuttack,Odisha
754130,Bo,Cuttack,Odisha
755006,Bo,Bhadrak,Odisha
755009,Bo,Jajapur,Odisha
384440,Bo,Mahesana,Gujarat
506310,Bo,Warangal Urban,Telangana
506314,Bo,Warangal Rural,Telangana
506166,Bo,Warangal Urban,Telangana
504299,Bo,Kumuram Bheem Asifabad,Telangana
506317,Bo,Mahabubabad,Telangana
506008,Bo,Warangal Urban,Telangana
506163,Bo,Mahabubabad,Telangana
846004,Bo,Darbhanga,Bihar
385320,Bo,Banas Kantha,Gujarat
383030,Bo,Sabar Kantha,Gujarat
385505,Bo,Banas Kantha,Gujarat
385535,Bo,Banas Kantha,Gujarat
495220,Bo,Bilaspur,Chhattisgarh
506318,Bo,Mahabubabad,Telangana
506313,Bo,Warangal Rural,Telangana
508223,Bo,Yadadri Bhuvanagiri,Telangana
506316,Bo,Jangoan,Telangana
759101,Bo,Anugul,Odisha
506222,Bo,Jangoan,Telangana
506005,Bo,Warangal Urban,Telangana
506333,Bo,Warangal Rural,Telangana
509382,Bo,Mahabubnagar,Telangana
509407,Bo,Narayanpet,Telangana
509204,Bo,Mahabubnagar,Telangana
509205,Bo,Narayanpet,Telangana
509334,Bo,Mahabubnagar,Telangana
509350,Bo,Narayanpet,Telangana
509002,Bo,Mahabubnagar,Telangana
509353,Bo,Narayanpet,Telangana
509371,Bo,Narayanpet,Telangana
509339,Bo,Narayanpet,Telangana
509352,Bo,Narayanpet,Telangana
508214,Bo,Suryapet,Telangana
851202,Bo,Khagaria,Bihar
802160,Bo,Bhojpur,Bihar
802161,Bo,Bhojpur,Bihar
505503,Bo,Jayashankar Bhupalapally,Telangana
754035,Bo,Cuttack,Odisha
754201,Bo,Cuttack,Odisha
754030,Bo,Cuttack,Odisha
508206,Bo,Suryapet,Telangana
333010,Po,Jhunjhunu,Rajasthan
845307,Bo,Pashchim Champaran,Bihar
824219,Bo,Gaya,Bihar
824116,Bo,Gaya,Bihar
824217,Bo,Gaya,Bihar
824201,Bo,Gaya,Bihar
824111,Bo,Aurangabad,Bihar
768204,Po,Jharsuguda,Odisha
755010,Bo,Jajapur,Odisha
382315,Bo,Gandhinagar,Gujarat
851126,Bo,Begusarai,Bihar
852137,Bo,Supaul,Bihar
852138,Bo,Supaul,Bihar
852139,Bo,Supaul,Bihar
852220,Bo,Madhepura,Bihar
755028,Bo,Jajapur,Odisha
755022,Bo,Jajapur,Odisha
755011,Bo,Jajapur,Odisha
755012,Bo,Jajapur,Odisha
